"topic","label","docid","text","probability"
1,"topic1","7427","act examines cost of water bombers",0.101937037642879
8,"topic8","7428","hewitt seeded sixth for us open",0.101760032555967
2,"topic2","7429","broad brush quarantine for student travellers not",0.111158292165796
7,"topic7","743","light rail system under discussion with deputy pm",0.102176400596979
5,"topic5","7430","hunter police prepare for potential terrorism",0.101684219159002
9,"topic9","7431","probe begins into fatal chopper crash",0.101937775521001
8,"topic8","7432","late wins for ireland ukraine and iceland",0.103746884118741
2,"topic2","7433","nq shire goes nuts over safety nets",0.103824579393659
5,"topic5","7434","aussie dollar hits three year high",0.101647825308179
1,"topic1","7435","un peacekeepers find 23 bodies in central africa",0.102912828976291
6,"topic6","7436","accc warns drug companies on promotions",0.106300343310797
9,"topic9","7437","storm floods sweep through canberra",0.101442506005006
4,"topic4","7438","union opposes prisons closure plan",0.1014674777979
3,"topic3","7439","mortlock to miss opening match",0.101187833028296
2,"topic2","744","choi claims german masters",0.101514270975522
6,"topic6","7440","mavericks may replay abandoned clash",0.10198008073656
1,"topic1","7441","nsw govt urged to fast track crown land assessment",0.103017801617492
8,"topic8","7442","liberian rebels take key bridge",0.103101712527231
4,"topic4","7443","farmers receive much needed rain",0.10111748344978
4,"topic4","7444","pm says missile defence system worth exploring",0.104253771285498
5,"topic5","7445","anderson blitzes pakistan",0.101718279609041
8,"topic8","7446","dangers known and unknown threaten hewitt",0.105726348013454
3,"topic3","7447","talks to consider traffic woes near ferry terminal",0.100999512277801
6,"topic6","7448","fed govt considering water saving ideas",0.101327546267522
2,"topic2","7449","water restrictions loom for wilcannia",0.102013112986922
6,"topic6","745","lifelong charity patron honoured in melbourne",0.103109879502601
7,"topic7","7450","call for input into proposal to manage south east",0.101957957011138
5,"topic5","7451","police tapped alleged people smugglers phone court",0.10396391192116
5,"topic5","7452","men to face court over hotel armed robbery",0.102120692052864
2,"topic2","7453","police on the hunt for clues into hit and run",0.101849031773769
8,"topic8","7454","growth forecast bolsters case for rate rise",0.104556366557208
10,"topic10","7455","country victorians to get subsidised power",0.104065639057364
9,"topic9","7456","qld minister to seek reversal of japanese beef",0.102607381453368
4,"topic4","7457","water board chief would welcome probe",0.101046580258633
10,"topic10","7458","beckham arrives in madrid to seal move to real",0.102034231983347
1,"topic1","7459","retail sector airs trading hours review concerns",0.105280839545078
8,"topic8","746","sa urged to regulate river flows",0.101507741317919
7,"topic7","7460","rough seas delay search for lost fisherman",0.108384902833966
5,"topic5","7461","unions consider legal fight over bhp outsourcing",0.103070060393532
7,"topic7","7462","muralitharan plans to play less",0.10130638203024
3,"topic3","7463","nsw govt under fire over proposed council",0.101228300677463
6,"topic6","7464","man questioned over bashing murder",0.101098853821686
10,"topic10","7465","pearson routs aussie women",0.101182039703245
5,"topic5","7466","man injured after bomb explodes in cambodian",0.10196557300032
9,"topic9","7467","british activist shot in gaza strip attack",0.101332518835587
3,"topic3","7468","two arrested following sydney shooting",0.102507246398658
3,"topic3","7469","greens dump anti terror kits on howards doorstep",0.104668498608156
7,"topic7","747","herbert makes french connection",0.104410784323729
5,"topic5","7470","hearing for road extension in north east tas",0.101665346183818
1,"topic1","7471","schwarzenegger ponders political career",0.101692310559942
8,"topic8","7472","residents voice rate rise concerns",0.105934196826782
10,"topic10","7473","mayor pushes case for container terminal",0.101499478442769
8,"topic8","7474","jobless rate up marginally",0.103271872731679
3,"topic3","7475","all ords follows wall street lower",0.102927026196419
2,"topic2","7476","encouraging signals from us economy",0.103504791154874
8,"topic8","7477","death toll rises in portugal fires",0.101892367057648
9,"topic9","7478","council wont speculate on noise affecting homes",0.10382289938838
8,"topic8","7479","qantas boss wants to rein in costs",0.102057758789407
2,"topic2","748","beazleys leadership stance unchanged",0.101703445687838
6,"topic6","7480","tasmania set to increase security",0.101070350072722
3,"topic3","7481","whales end sydney harbour stopover",0.101449197508997
5,"topic5","7482","mp says indigenous credit in constitution overdue",0.102091930226528
9,"topic9","7483","auckland rain set to trim all black wings",0.10224108196189
6,"topic6","7484","dental clinic to address rising demand",0.101534369347411
3,"topic3","7485","melbournes rates on the rise",0.101366662177291
6,"topic6","7486","lee declared fit bevan mcgrath out",0.104796126365558
10,"topic10","7487","wa fire officers to help fight us blazes",0.101374006932691
5,"topic5","7488","fertiliser workers strike over redundancies",0.102985798571103
10,"topic10","7489","beijing puts chinese stamp on 2008 emblem",0.101891202357643
7,"topic7","749","dollar moves higher overnight",0.101372779336027
3,"topic3","7490","wa government considers relief for nickel plant",0.102276038948087
6,"topic6","7491","lions secure lappins signature",0.106929267163346
2,"topic2","7492","zimbabwe bus crash kills 16",0.101467370381367
1,"topic1","7493","council airs air service delay fears",0.101878068978418
2,"topic2","7494","us soldier kills baghdad tiger after attack zoo",0.100770267402503
1,"topic1","7495","mtg",0.100488757928632
6,"topic6","7496","lobster fishermen reject user fee plan",0.101698806670131
3,"topic3","7497","fears pokies tax changes to hit regions harder",0.102988226558794
1,"topic1","7498","kidnappers release hostages in peru",0.102501328367083
9,"topic9","7499","doctors claim success against blinding germ",0.104106383242407
9,"topic9","75","simpson to address womens gathering",0.103334273500231
9,"topic9","750","greenpeace protesters arrested in melbourne",0.102883876465332
8,"topic8","7500","senate may provide double dissolution trigger",0.102285271859318
1,"topic1","7501","us 101st airborne division launches assault on",0.1012350486403
8,"topic8","7502","russians on the march in germany",0.101740877451851
10,"topic10","7503","telstra chief banking on companys formidable",0.104319549085505
8,"topic8","7504","israeli guards killed in army mistake",0.101785050000248
10,"topic10","7505","jury finds woman not guilty of murder",0.102208726383462
7,"topic7","7506","relics reveal ancient tibetan history",0.103923255870083
7,"topic7","7507","commonwealth to lease point nepean land",0.104217723560781
7,"topic7","7508","celebrity garage sale attracts hundreds",0.102581070709623
8,"topic8","7509","saudi hospital investigated over aids treatment",0.102363220327016
6,"topic6","751","pies appeal rocca ban",0.102037766800994
9,"topic9","7510","college welcomes education centre opening",0.102298944957988
6,"topic6","7511","deportivo thankful for double boost after win over",0.10278253779554
1,"topic1","7512","nwa",0.100967612097406
1,"topic1","7513","rapper released from jail",0.101618689035592
10,"topic10","7514","maternity leave not on pms agenda nt senator",0.104283524217335
3,"topic3","7515","tassie tigers as likely as elvis",0.101602300504871
4,"topic4","7516","all blacks hammer canada",0.101630120138619
1,"topic1","7517","no change to nrl salary cap club bosses",0.10398249885874
6,"topic6","7518","azuigou mudslide kills 10",0.101421375238655
5,"topic5","7519","war vet struggles after hip operation",0.106403168193056
10,"topic10","752","reef authority happy with fishing plan",0.102032630361629
5,"topic5","7520","legal group welcomes acquittal of abused partner",0.103712508183537
5,"topic5","7521","crayfishing regulations may be in for shake up",0.103681230390163
1,"topic1","7522","hunter valley teens charged with sexual assault",0.104259016551853
9,"topic9","7523","council backs controversial port expansion",0.102221731902716
4,"topic4","7524","sa bid for 2007 netball worlds",0.101881786310946
2,"topic2","7525","merredin shire president loses council spot",0.103384791579429
8,"topic8","7526","virus death toll rises as world waits on news from",0.102872697424605
8,"topic8","7527","british grand prix will survive says williams",0.104787571551394
5,"topic5","7528","woomera compound to close next month",0.100980764194797
1,"topic1","7529","streetscape party on track",0.101320778372759
8,"topic8","753","reds urge sailor to make up his mind",0.101505847212128
6,"topic6","7530","natural rock formations affected by bushfires",0.106270751800057
10,"topic10","7531","nationalist party wins most seats in moroccos",0.101827186653669
10,"topic10","7532","howard promises us trade deal wont shut out nz",0.102481852594822
4,"topic4","7533","us soldier injured in iraq attack",0.102431019109573
3,"topic3","7534","indigenous immunisation education program launched",0.102889193878369
2,"topic2","7535","welsh blitzes butterfly field",0.101587347665262
5,"topic5","7536","us indicates it may abandon second resolution",0.100917958964562
3,"topic3","7537","police probe solar panels theft",0.102150016192815
10,"topic10","7538","saqlain under pressure to perform after six month",0.101606239144945
7,"topic7","7539","out with the old in elton john art auction",0.108588759784979
4,"topic4","754","award winning actor john ritter dies aged 54",0.102883916347674
2,"topic2","7540","matera over the moon with selection",0.101925354646733
6,"topic6","7541","rumoured stanbroke sale to attract huge buyer",0.104910155524524
4,"topic4","7542","coalition pledges 10m to fight homelessness",0.102421180010062
7,"topic7","7543","horticulture study considers seasonal workers",0.104706080058009
7,"topic7","7544","french army to aid n caledonia dengue fight",0.102969040983735
5,"topic5","7545","reserve bank announces new board member",0.102574011254771
7,"topic7","7546","shark repellent interest high",0.101514063819542
9,"topic9","7547","sewerage seminars to curb on site system risk",0.101284234545254
3,"topic3","7548","montgomery ban will hurt springbok cup hopes",0.102321488963194
9,"topic9","7549","ais flog perth melbourne win in wnbl openers",0.12161713103463
1,"topic1","755","talks resume on nuclear weapons trading",0.101875333338793
9,"topic9","7550","art works fetch millions at auction",0.10231582370242
10,"topic10","7551","mayor welcomes mim takeover",0.101093851395854
4,"topic4","7552","png military hunts for wartime gold",0.102944537889233
8,"topic8","7553","hamas says swoop on gaza militants doomed to fail",0.108680537030521
1,"topic1","7554","qld nats meet to choose lesters replacement",0.104952231211106
5,"topic5","7555","ses funds mean fundraising reprieve",0.10179584944118
10,"topic10","7556","crean proves leadership strength mp",0.101644299782064
9,"topic9","7557","fisherman criticises port plan",0.101678182683508
10,"topic10","7558","carlton in front at long break",0.101267488454017
9,"topic9","7559","lord mayor calls on g g to resign",0.103864314190229
1,"topic1","756","trulli confident friday testing will prove a boon",0.107366258831418
7,"topic7","7560","senate told of plans to sell canberra airport",0.101336484419172
8,"topic8","7561","milk flow stops at king is company",0.104538486352854
6,"topic6","7562","council to meet cbh management",0.102069184105657
5,"topic5","7563","armstrong gets emotional about team time trial win",0.106345707484689
3,"topic3","7564","ship suspected of dumping oil off spanish coast",0.101208036776765
5,"topic5","7565","watchdog to probe uni plagiarism scandal",0.103137005471089
8,"topic8","7566","sudanese newspaper remains suspended",0.10279795797817
5,"topic5","7567","i wont target tour win ullrich",0.101901238246348
1,"topic1","7568","mp airs boundary change concerns",0.10436600761132
10,"topic10","7569","hong kong says 83 now have pneumonia bug",0.101930976308454
6,"topic6","757","radioactive waste dump decision still weeks away",0.101823528030668
6,"topic6","7570","mcgee loses yellow jersey",0.102225090114039
9,"topic9","7571","tuckey foolish over sons fine pm",0.103937389663874
6,"topic6","7572","raiders unfazed over storm warning",0.102198649023438
3,"topic3","7573","bushfire inquiry hears of communication problems",0.102704153569798
3,"topic3","7574","olympic champion hires former east german drug",0.101964000934722
8,"topic8","7575","australia drop flatley for disciplinary reasons",0.105088749489921
6,"topic6","7576","conservation park to be returned to aboriginal",0.102238150229605
6,"topic6","7577","fiji flays irb over club v country crisis",0.103682417855345
10,"topic10","7578","brazil soccer strike called off",0.100984922670621
2,"topic2","7579","fruit industry set to expand into asia",0.101474003866891
9,"topic9","758","anasta says storm brewing",0.101141032989949
5,"topic5","7580","police investigate basketball officials death",0.104701768778193
5,"topic5","7581","americans prepared for war deaths white house",0.103749149349664
10,"topic10","7582","housing poses teacher retention problems",0.101586281324516
4,"topic4","7583","policeman charged with multiple rape",0.101420185975791
9,"topic9","7584","methadone theft sparks police warning",0.103117505987212
1,"topic1","7585","england call up morris for first cap",0.101889632599151
4,"topic4","7586","bacteria may help in fight against aids in women",0.102946246603852
7,"topic7","7587","fishing operators criticise marine park zoning",0.101369706996927
2,"topic2","7588","owen wipes out portuguese nightmare with british",0.11170002496963
5,"topic5","7589","broome property prices still on a high",0.101676907504626
10,"topic10","759","crean wins smith quits",0.10168058037543
9,"topic9","7590","vandals thought to be behind van attack",0.100985412150403
7,"topic7","7591","ama appeals for medicare rethink",0.101079231618704
10,"topic10","7592","gg should talk to pm on future costello",0.103218919663268
4,"topic4","7593","police hunt for a man after random attack on",0.102310805156603
9,"topic9","7594","melbourne study to aid stroke prevention",0.101625079849412
6,"topic6","7595","claims catchment plan to focus more on cultural",0.101481402267599
2,"topic2","7596","respiratory conference scrambles to discuss sars",0.10258976870956
3,"topic3","7597","anti war protesters pelt eggs at pms car",0.107215287989875
7,"topic7","7598","csu staff join nationwide strike",0.103101050427625
8,"topic8","7599","albany jobless figures drop",0.103191226498893
2,"topic2","76","thousands attend funeral of special ops chief",0.102769276216984
7,"topic7","760","jones ready for september return",0.102328257622564
6,"topic6","7600","deputy says iraq is ready for dialogue with us",0.101972660443114
7,"topic7","7601","water corp considers new wastewater plant",0.101549806990269
8,"topic8","7602","us troops storm homes arrest ambush suspects",0.103636482830443
4,"topic4","7603","loy yang power records nearly 800m pre tax loss",0.103272244790291
5,"topic5","7604","rfds celebrates 75 years",0.102755486002949
6,"topic6","7605","powell to meet sharon abu mazen",0.10306352693689
1,"topic1","7606","giggs points to arsenals cracks",0.101502344836083
1,"topic1","7607","thorpe planning to swim seven events at worlds",0.102238744299184
10,"topic10","7608","water users told to pay bill or face restrictions",0.101727716976746
3,"topic3","7609","late koen penalty rescues springboks against pumas",0.102530594855293
1,"topic1","761","victoria introduces new water legislation",0.10172250351657
6,"topic6","7610","govt accused of trying to control atsic",0.101164386672291
1,"topic1","7611","forest bill to go before nsw parliament again",0.104205437838211
7,"topic7","7612","mobile phone gets sa mp in trouble",0.104440729338179
8,"topic8","7613","ruddock says high centre costs reflect drop in",0.105215199253291
2,"topic2","7614","brown hopeful blacklock will return",0.101844645601414
5,"topic5","7615","us supreme court urged to review guantanamo bay",0.102159512872763
7,"topic7","7616","herb may help alzheimers patients",0.100985914104713
9,"topic9","7617","boks hold on for upset victory",0.104954040289547
8,"topic8","7618","larkham could switch to fullback report",0.10147605888783
6,"topic6","7619","rock throwers must be caught in the act",0.100947004212019
1,"topic1","762","qld govt considers indigenous governance changes",0.103917129815257
10,"topic10","7620","asylum seekers face court over baxter escape",0.102963622309956
3,"topic3","7621","labor will lose next election without beazley smith",0.100909968704886
9,"topic9","7622","more funds sought for flood plan",0.102604920202429
6,"topic6","7623","mp rejects council pay rise plan",0.10193791991508
8,"topic8","7624","alleged white extremists in treason trial",0.108676328986525
6,"topic6","7625","accused philippine terrorist al ghozi reported dead",0.103950063529942
1,"topic1","7626","dept speaks out over land clearing",0.103273849731388
10,"topic10","7627","pakistan leave england with questions not answers",0.102805953785306
7,"topic7","7628","navy partly responsible for drink drive fatality",0.103545157819573
1,"topic1","7629","weapons inspector promises remarkable things",0.101725535467986
5,"topic5","763","wallabies were sub standard gregan",0.102412291675736
3,"topic3","7630","chinese cyber dissident court date set",0.103038322725236
8,"topic8","7631","website poses a vigilante risk",0.1026769841741
2,"topic2","7632","pays to even up for nsw nurses",0.101666900106052
8,"topic8","7633","thailand charges four alleged ji members",0.101677206379786
2,"topic2","7634","affirmative action appeal good for alp little",0.103995604520819
1,"topic1","7635","champions league final a dream come true for old",0.10162674016238
3,"topic3","7636","webber delighted with first points for jaguar",0.101512084050941
8,"topic8","7637","raquets wins easter steeple chase",0.102147659154135
8,"topic8","7638","west ham face chelsea in desperation derby",0.103070009876579
7,"topic7","7639","new air route on the horizon",0.10284202509515
9,"topic9","764","labor blames cwealth for sugar industry woes",0.102080843685776
1,"topic1","7640","newcastle gps highlighting whooping cough cases",0.103421452146399
4,"topic4","7641","missionarys killer sentenced to death",0.100747875575269
3,"topic3","7642","man to face stealing charges",0.101226127151248
10,"topic10","7643","restaurant saved from demolition",0.103045092511417
6,"topic6","7644","nigeria still considering troop deployment to",0.101761133588376
5,"topic5","7645","unemployment improves in wa",0.10114879515158
10,"topic10","7646","denman man to face court on assault charge",0.103156444293359
10,"topic10","7647","palestinian youth killed in israeli gaza incursion",0.102290706537235
10,"topic10","7648","minor parties say prisoners being denied basic",0.102101637785957
4,"topic4","7649","mp expecting budget health boost",0.10239781305519
5,"topic5","765","prawn fishers face weather price hurdles",0.101697884551183
5,"topic5","7650","woman to face court over daughters stabbing",0.101558613489646
5,"topic5","7651","broken hill records positive tourist figures",0.102069915188921
8,"topic8","7652","sa govt urged to consider convention ideas",0.100885567605068
7,"topic7","7653","china says sars may be linked to chlamydia like",0.102800618785578
8,"topic8","7654","brogden puts final touches on front bench",0.101894849494752
2,"topic2","7655","lpg excise will hit consumers hard retailer says",0.107484420908262
8,"topic8","7656","no speaker action over wind farm questioning",0.102749529628374
4,"topic4","7657","thorpe sets sights on more world records",0.102631719118466
5,"topic5","7658","war fears force youth championships call off",0.102545753635112
7,"topic7","7659","schumacher confident before monza showdown",0.101747438258291
9,"topic9","766","tas canteen gears up for bandanna day",0.106015371024399
6,"topic6","7660","solomons intervention force head to meet militia",0.105645263864884
2,"topic2","7661","bok race row pair to square off in domestic match",0.103114685842741
1,"topic1","7662","udays lions to be released in s africa",0.103562810278421
5,"topic5","7663","anderson keen to broaden regional",0.101204480567842
2,"topic2","7664","maroochy council considers helping cooloola with",0.107279425365828
6,"topic6","7665","downer talks safety before solomons intervention",0.103731524558311
6,"topic6","7666","many injured as trains collide in rome",0.101148925603767
10,"topic10","7667","victorians to get a view of antarctica",0.101642765567282
3,"topic3","7668","water wise message flows to maryborough",0.102852613498162
4,"topic4","7669","microsoft to pay us521m for patent breach",0.102680563191709
4,"topic4","767","act votes against anti gay language",0.10355204835128
1,"topic1","7670","support for new salary cap structure",0.104432422181115
1,"topic1","7671","downpour continues on nsw south coast",0.103009115284949
8,"topic8","7672","clp claims katherine by election",0.101566142513588
9,"topic9","7673","ses continues clean up after winds whip melbourne",0.104547010404349
10,"topic10","7674","no more money for players from slams",0.101630331574083
2,"topic2","7675","council president laments methanex pull out",0.102946151172134
2,"topic2","7676","jones gustafson lead lpga event",0.104898066974034
8,"topic8","7677","doubts saddam and sons killed in bomb raid",0.101220121391585
4,"topic4","7678","tassie cadet wins award",0.101476996255628
1,"topic1","7679","mine industry airs safety legislation concerns",0.103318075697739
9,"topic9","768","building approvals on the rise in act",0.103246896655534
4,"topic4","7680","qld court rejects serial rapists appeal for freedom",0.104021413243947
2,"topic2","7681","timber industry blockade outside mps office",0.10307332386501
6,"topic6","7682","boston archdiocese unveils new anti abuse plan",0.105779897883752
3,"topic3","7683","hegarty misses maroons training",0.10200113149724
3,"topic3","7684","aru boss backs wallabies",0.101298809513427
7,"topic7","7685","fire guts adelaide classroom",0.102369338237434
8,"topic8","7686","razorbacks prove too good for crocs",0.103494326589704
1,"topic1","7687","aboriginal council disappointed with report",0.102560950417511
6,"topic6","7688","north korea six way talks may start aug 26 report",0.103122568748951
10,"topic10","7689","man charged over internet diamonds scam",0.101587987185364
2,"topic2","769","samudra trial to begin june 2",0.102675423644323
1,"topic1","7690","possible sars case on gold coast",0.10116273272082
5,"topic5","7691","bendigo bank celebrates 59m after tax profit",0.104657190400617
1,"topic1","7692","al jazeera tv airs bin laden tape",0.10526971851108
8,"topic8","7693","coast convention to screen new films",0.103697278622085
2,"topic2","7694","roddick pulls out of japan open",0.101690587182919
2,"topic2","7695","finn gronholm leads in new zealand",0.102783027034445
7,"topic7","7696","most mim jobs safe for the moment",0.102217492050777
3,"topic3","7697","man manufactured pool accident story court told",0.103400921358931
4,"topic4","7698","rann upbeat on sa footy finals battle",0.101898385317592
6,"topic6","7699","explosions rock north aceh town",0.102126497361409
9,"topic9","77","japan warns against nuclear over reaction",0.102252936546897
2,"topic2","770","banded stilts converge on flinders island",0.103581216002726
1,"topic1","7700","qld coalition promises beef scholarship",0.103336036488045
10,"topic10","7701","deportivo crush barcelona to close in on real",0.101579034210326
4,"topic4","7702","claim govt bid to boost doctor numbers in rural",0.101644522581643
3,"topic3","7703","aci staff return to work after 24 hour protest",0.10353462636672
6,"topic6","7704","true glow shines in queensland guineas",0.105604229269098
5,"topic5","7705","regional funds money committed brumby",0.102538798519936
10,"topic10","7706","albury mayor foresees combined city future",0.104701436592296
5,"topic5","7707","el guerrouj beaten in first tilt at 5000m",0.105911120911874
4,"topic4","7708","govt triples unis deregulation fund",0.104343637325056
1,"topic1","7709","bayliss disappointed with grid position",0.102868844083008
1,"topic1","771","mast calls for federal funding of waterways",0.103671524515596
5,"topic5","7710","ullrich unconcerned about tour despite team",0.102046917619713
1,"topic1","7711","us believes senior iraqis in syria",0.103749147482065
9,"topic9","7712","group hopes to sway pm over tree clearing support",0.103124145193179
3,"topic3","7713","iraqi air force chief arrested by us troops",0.102845375702189
3,"topic3","7714","cia chief quizzed on uranium claim",0.1021459933092
2,"topic2","7715","man jailed over qld hijack",0.101347437236518
7,"topic7","7717","audit gives defence bad report card",0.101626438863741
7,"topic7","7718","solo rower pushes on with ocean attempt",0.10556530768356
4,"topic4","7719","free concert to thank sa volunteers",0.102402888662975
1,"topic1","772","palestinian forces arrest five over us convoy blast",0.10156746560862
6,"topic6","7720","residents say act bushfires could have been averted",0.103003008586032
6,"topic6","7721","16 killed as bus falls into river in indian kashmir",0.101347815814678
4,"topic4","7722","downpour causes flooding damage",0.102649441901387
5,"topic5","7723","school children from drought areas get coast trip",0.101434277048148
9,"topic9","7724","knifeman robs melbourne servo",0.101580167285926
6,"topic6","7725","drivers reminded to take care coming home",0.102201459631899
4,"topic4","7726","man sentenced to community service after road rage",0.100494179135224
9,"topic9","7727","european ryder cup captaincy plot thickens",0.10534681503274
7,"topic7","7728","adf adjusting to unconventional warfare",0.107188690534098
8,"topic8","7729","indonesia launches rocket attack in aceh",0.10193135810447
9,"topic9","773","union calls for building collapse probe",0.104366739265763
8,"topic8","7730","judiciary may have ended gees career",0.101759717923313
7,"topic7","7731","govt releases maralinga clean up report",0.101079809662681
4,"topic4","7732","pm urged to resolve stranded sheep crisis",0.101164731676907
6,"topic6","7733","yanner jailed over hotel worker assault",0.103266853111023
8,"topic8","7734","roadworks concerns surround wind farm plan",0.102726824863192
3,"topic3","7735","all blacks annihilate springboks",0.101930730480825
1,"topic1","7736","us expands visa blacklist against burmese leaders",0.105077468541664
5,"topic5","7737","hospital to get 80m revamp",0.102255933392442
5,"topic5","7738","east asian states failing their children un",0.101565163749934
6,"topic6","7739","n korea accepts multilateral talks report",0.104322441257266
8,"topic8","774","residents have win in mobile phone tower fight",0.102636739915679
10,"topic10","7740","storm causes havoc in grafton",0.100872922342597
6,"topic6","7741","police dpp may revive volkers prosecution",0.101527269255781
3,"topic3","7742","western vic elder wins honour",0.102128208196311
2,"topic2","7743","new public housing for broome",0.101661880395609
6,"topic6","7744","refugee supporters aim to raise appeal funds",0.101103612701311
10,"topic10","7745","international warrant out for former peruvian",0.102729617799198
6,"topic6","7746","judge delays child detention ruling",0.101313175641547
10,"topic10","7747","anarchist group claims olympic city bomb attacks",0.102579635816515
4,"topic4","7748","coalition promises highway upgrade",0.101197487210576
1,"topic1","7749","franks says iraq rulers dead or fleeing",0.108828821800172
9,"topic9","775","tsvangirais bail ruling delayed",0.101782577786412
5,"topic5","7750","saville named nbls number one defender",0.104279989800248
1,"topic1","7751","report finds nsw vic biggest greenhouse gas",0.105197833784927
8,"topic8","7752","council backs dick with tim tam ban",0.103314020786405
8,"topic8","7753","blair mps threaten to quit over iraq",0.10170838688581
6,"topic6","7754","premier league back chelsea over banned bosnich",0.101242660838723
3,"topic3","7755","govt body ordered to pay compo to sydney bushfire",0.103795515478829
6,"topic6","7756","perth gunman linked to abduction",0.101324869919143
1,"topic1","7757","call for more trauma care funds for regional",0.101681853855352
2,"topic2","7758","nardell coal corporation goes into liquidation",0.104768818832884
9,"topic9","7759","fed govt pushed to help up kidney donations",0.103149590399934
4,"topic4","776","students raise course cost concerns",0.100533577501184
2,"topic2","7760","paradorn cruises through on munich clay",0.103575510332052
4,"topic4","7761","afl issues record fines",0.101752029297958
8,"topic8","7762","wa teen recovers from meningococcal",0.103302341120813
4,"topic4","7763","bridgehead battle kills four us soldiers",0.102237796183987
8,"topic8","7764","tyson arrested in new york hotel brawl",0.102791491169355
4,"topic4","7765","sa vows to continue dump fight",0.101917582865019
2,"topic2","7766","cecchinello celebrates hometown win",0.101688709559492
7,"topic7","7767","moo juice fails to tickle govt tastebuds",0.106821407971278
2,"topic2","7768","nantes tame lens to keep leaders in sight",0.109596904363085
7,"topic7","7769","sothebys auctions 93m worth of art",0.103622573472061
8,"topic8","777","everest celebrations nearing peak",0.103358490768304
10,"topic10","7770","us denies uday negotiating surrender",0.102669805270986
9,"topic9","7771","dad celebrates win for new doohan",0.102836192922582
2,"topic2","7772","burma faces further pressure to free suu kyi",0.106029994503048
1,"topic1","7773","embryo research bill to reach nsw parliament",0.104512620878085
7,"topic7","7774","mask producers warned over marketing",0.101847796936121
5,"topic5","7775","sunshine coast gears up to welcome home world champ",0.102625159148113
1,"topic1","7776","real madrid president shows ruthless streak again",0.104319752671298
2,"topic2","7777","deportivo turn to domestic duties after european",0.101767760455027
8,"topic8","7778","ex penguin boss saves venerable uk publisher",0.108840353640761
8,"topic8","7779","lions down dogs saints crush cats",0.10180958419269
10,"topic10","778","woman to head up rosebery mine",0.104060310649273
9,"topic9","7780","doubt cast over trading hours partial deregulation",0.102617988097194
8,"topic8","7781","court overturns surf accident compo",0.102954959845466
2,"topic2","7782","hanson supporters continue prison vigil",0.101908642372452
2,"topic2","7783","burma claims us black list is unfair",0.101783232648299
6,"topic6","7784","cairns bond to miss india tour",0.102332876962426
6,"topic6","7785","patrol boat to assist in solomons weapons search",0.103022867576128
5,"topic5","7786","war of words over oz open scheduling",0.111265252695436
5,"topic5","7787","act consumers can now choose electricity provider",0.1020452561462
9,"topic9","7788","conference hears indigenous jailing woes",0.101418376458425
6,"topic6","7789","men charged over tobacco seizure",0.100979284984191
4,"topic4","779","environment minister to meet fishermen",0.101674823766964
2,"topic2","7790","witnesses to give evidence against amrozi",0.100859696457466
1,"topic1","7791","decision on bryant case due friday at earliest",0.106371608112728
7,"topic7","7792","thousands pound pavement to help fight diabetes",0.104917718378024
6,"topic6","7793","sosa awaits appeal decision for using corked bat",0.113079713184422
10,"topic10","7794","elliott slams unfair sentence",0.103786423282861
10,"topic10","7795","baby manslaughter case nearing end",0.101897413579572
8,"topic8","7796","woman to front court over fatal accident",0.102180509313325
8,"topic8","7797","pies lose lockyer as grand final replay looms",0.102107388018512
7,"topic7","7798","truck roll destroys furniture",0.102768216300099
8,"topic8","7799","aus a four down at lunch",0.101512557449876
6,"topic6","78","barbosa wins seventh stage of tour of portugal",0.104735814557778
8,"topic8","780","govt accused of dragging feet on federation square",0.104327083895617
6,"topic6","7800","teen recovering from meningococcal bout",0.101184793041173
3,"topic3","7801","henry struck again",0.102407441700565
10,"topic10","7802","reefs to reopen to fishing",0.103086864035006
5,"topic5","7803","police probe triple murder as neighbours mourn",0.102945007661344
9,"topic9","7804","beattie calls for royal commission on child abuse",0.101920336007266
3,"topic3","7805","govt considers barrow is gas project",0.101468032943666
2,"topic2","7806","work bans hit taronga zoo",0.10449136224643
9,"topic9","7807","clubs conference to focus on pokies tax plan",0.102219205447799
8,"topic8","7808","peacekeepers push through liberias anarchy",0.101689709565752
5,"topic5","7809","saudi arabia tells arabs war on iraq inevitable",0.105487522527795
10,"topic10","781","prosecutors set to appeal against bashir sentence",0.102664781472409
8,"topic8","7810","king brothers to meet twu over redundancies",0.103816625425848
9,"topic9","7811","iverson shines as philadelphia beat detroit 93 83",0.108061022221278
6,"topic6","7812","defence chief wins diplomatic post",0.103313296417793
7,"topic7","7813","audit gives rdc thumbs up",0.102867069156111
1,"topic1","7814","hope for rail coast joint tourism promotion",0.102311730923835
2,"topic2","7815","aged care nurses to discuss pay woes",0.102086977843602
2,"topic2","7816","federer leads early in melbourne",0.101928232176896
1,"topic1","7817","toronto wins for clijsters henin hardenne",0.102844584726415
7,"topic7","7818","boost for value of tamworth rateable land",0.102923938046023
3,"topic3","7819","fighting intensifies in liberia report",0.101744326226009
3,"topic3","782","f1s austrian joker berger bows out",0.103284950393637
10,"topic10","7820","export slump creates trade blow out",0.104313975997423
9,"topic9","7821","labor running medicare campaign of fear pm",0.103115111549033
9,"topic9","7822","budget should focus on health education democrats",0.100886310918019
9,"topic9","7823","vieira commits his future to arsenal",0.102785264821593
1,"topic1","7824","businesses to get asian trade advice",0.101133554509547
